task_id,task,framework,fold,task_type,type,acc,auc,logloss,score
3,kr-vs-kp,glmnet,9,binary,auc,0.9843260188,0.9969665931,,0.9969665931
3,kr-vs-kp,glmnet,10,binary,auc,0.9811912226,0.9948786637,,0.9948786637
31,credit-g,glmnet,1,binary,auc,0.72,0.8128571429,,0.8128571429
31,credit-g,glmnet,2,binary,auc,0.7,0.7361904762,,0.7361904762
31,credit-g,glmnet,3,binary,auc,0.72,0.7652380952,,0.7652380952
31,credit-g,glmnet,4,binary,auc,0.77,0.7795238095,,0.7795238095
31,credit-g,glmnet,5,binary,auc,0.68,0.7366666667,,0.7366666667
31,credit-g,glmnet,6,binary,auc,0.72,0.7976190476,,0.7976190476
31,credit-g,glmnet,7,binary,auc,0.78,0.8047619048,,0.8047619048
31,credit-g,glmnet,8,binary,auc,0.73,0.859047619,,0.859047619
31,credit-g,glmnet,9,binary,auc,0.75,0.7647619048,,0.7647619048
31,credit-g,glmnet,10,binary,auc,0.72,0.8076190476,,0.8076190476
3917,kc1,glmnet,1,binary,auc,0.8530805687,0.8099685754,,0.8099685754
3917,kc1,glmnet,2,binary,auc,0.8578199052,0.7842178771,,0.7842178771
3917,kc1,glmnet,3,binary,auc,0.8388625592,0.8186976257,,0.8186976257
3917,kc1,glmnet,4,binary,auc,0.8436018957,0.8221824991,,0.8221824991
3917,kc1,glmnet,5,binary,auc,0.8578199052,0.7361252979,,0.7361252979
3917,kc1,glmnet,6,binary,auc,0.8625592417,0.8059244127,,0.8059244127
3917,kc1,glmnet,7,binary,auc,0.8578199052,0.7826012938,,0.7826012938
3917,kc1,glmnet,8,binary,auc,0.8483412322,0.8255022131,,0.8255022131
3917,kc1,glmnet,9,binary,auc,0.8767772512,0.8517194416,,0.8517194416
3917,kc1,glmnet,10,binary,auc,0.8380952381,0.748244382,,0.748244382
3945,KDDCup09_appetency,glmnet,1,binary,auc,0.9822,0.7984277442,,0.7984277442
3945,KDDCup09_appetency,glmnet,2,binary,auc,0.9822,0.7908501667,,0.7908501667
3945,KDDCup09_appetency,glmnet,3,binary,auc,0.9822,0.8033467634,,0.8033467634
3945,KDDCup09_appetency,glmnet,4,binary,auc,0.9822,0.7608533011,,0.7608533011
3945,KDDCup09_appetency,glmnet,5,binary,auc,0.9822,0.7891410935,,0.7891410935
3945,KDDCup09_appetency,glmnet,6,binary,auc,0.9822,0.7947258962,,0.7947258962
3945,KDDCup09_appetency,glmnet,7,binary,auc,0.9822,0.7907780973,,0.7907780973
3945,KDDCup09_appetency,glmnet,8,binary,auc,0.9822,0.8131035808,,0.8131035808
3945,KDDCup09_appetency,glmnet,9,binary,auc,0.9822,0.7774189563,,0.7774189563
3945,KDDCup09_appetency,glmnet,10,binary,auc,0.9822,0.8007087964,,0.8007087964
7592,adult,glmnet,1,binary,auc,0.8536335722,0.904408007,,0.904408007
7592,adult,glmnet,2,binary,auc,0.8495394063,0.8988334265,,0.8988334265
7592,adult,glmnet,3,binary,auc,0.8484848485,0.9051134395,,0.9051134395
7592,adult,glmnet,4,binary,auc,0.8486895987,0.9058857385,,0.9058857385
7592,adult,glmnet,5,binary,auc,0.8503276003,0.9006395428,,0.9006395428
7592,adult,glmnet,6,binary,auc,0.8454135954,0.8930838957,,0.8930838957
7592,adult,glmnet,7,binary,auc,0.8464373464,0.9029329919,,0.9029329919
7592,adult,glmnet,8,binary,auc,0.8538083538,0.9062220876,,0.9062220876
7592,adult,glmnet,9,binary,auc,0.8503276003,0.9129743589,,0.9129743589
7592,adult,glmnet,10,binary,auc,0.8554463554,0.9122873653,,0.9122873653
9952,phoneme,glmnet,1,binary,auc,0.7356746765,0.7916296223,,0.7916296223
9952,phoneme,glmnet,2,binary,auc,0.7227356747,0.8266982778,,0.8266982778
9952,phoneme,glmnet,3,binary,auc,0.707948244,0.7826895848,,0.7826895848
9952,phoneme,glmnet,4,binary,auc,0.7430683919,0.822434061,,0.822434061
9952,phoneme,glmnet,5,binary,auc,0.7333333333,0.8054708728,,0.8054708728
9952,phoneme,glmnet,6,binary,auc,0.737037037,0.7985121612,,0.7985121612
9952,phoneme,glmnet,7,binary,auc,0.7555555556,0.8539001922,,0.8539001922
9952,phoneme,glmnet,8,binary,auc,0.7277777778,0.8144177878,,0.8144177878
9952,phoneme,glmnet,9,binary,auc,0.7333333333,0.8109575926,,0.8109575926
9952,phoneme,glmnet,10,binary,auc,0.7333333333,0.8273494115,,0.8273494115
9977,nomao,glmnet,1,binary,auc,0.9486510009,0.9872348564,,0.9872348564
9977,nomao,glmnet,2,binary,auc,0.9477806789,0.9875896366,,0.9875896366
9977,nomao,glmnet,3,binary,auc,0.9434290688,0.9863529713,,0.9863529713
9977,nomao,glmnet,4,binary,auc,0.9524223963,0.9880968384,,0.9880968384
9977,nomao,glmnet,5,binary,auc,0.9454598201,0.9877987027,,0.9877987027
9977,nomao,glmnet,6,binary,auc,0.9460243761,0.9883687332,,0.9883687332
9977,nomao,glmnet,7,binary,auc,0.9471851422,0.9863056673,,0.9863056673
9977,nomao,glmnet,8,binary,auc,0.9515380151,0.9906819428,,0.9906819428
9977,nomao,glmnet,9,binary,auc,0.9515380151,0.9877631874,,0.9877631874
9977,nomao,glmnet,10,binary,auc,0.9480557168,0.987030506,,0.987030506
10101,blood-transfusion-service-center,glmnet,1,binary,auc,0.76,0.7733918129,,0.7733918129
10101,blood-transfusion-service-center,glmnet,2,binary,auc,0.76,0.831871345,,0.831871345
10101,blood-transfusion-service-center,glmnet,3,binary,auc,0.76,0.6861598441,,0.6861598441
10101,blood-transfusion-service-center,glmnet,4,binary,auc,0.7333333333,0.6944444444,,0.6944444444
10101,blood-transfusion-service-center,glmnet,5,binary,auc,0.7866666667,0.7787524366,,0.7787524366
10101,blood-transfusion-service-center,glmnet,6,binary,auc,0.7733333333,0.7285575049,,0.7285575049
10101,blood-transfusion-service-center,glmnet,7,binary,auc,0.7733333333,0.7616959064,,0.7616959064
10101,blood-transfusion-service-center,glmnet,8,binary,auc,0.76,0.7548732943,,0.7548732943
10101,blood-transfusion-service-center,glmnet,9,binary,auc,0.7837837838,0.7600619195,,0.7600619195
10101,blood-transfusion-service-center,glmnet,10,binary,auc,0.7837837838,0.76625387,,0.76625387
14965,bank-marketing,glmnet,1,binary,auc,0.8978328173,0.9107171009,,0.9107171009
14965,bank-marketing,glmnet,2,binary,auc,0.898694979,0.9068170435,,0.9068170435
14965,bank-marketing,glmnet,3,binary,auc,0.902676399,0.9138532263,,0.9138532263
14965,bank-marketing,glmnet,4,binary,auc,0.9051094891,0.9158439753,,0.9158439753
14965,bank-marketing,glmnet,5,binary,auc,0.903118779,0.9151099931,,0.9151099931
14965,bank-marketing,glmnet,6,binary,auc,0.897146649,0.8927571589,,0.8927571589
14965,bank-marketing,glmnet,7,binary,auc,0.898694979,0.8957177114,,0.8957177114
14965,bank-marketing,glmnet,8,binary,auc,0.900243309,0.9186184278,,0.9186184278
14965,bank-marketing,glmnet,9,binary,auc,0.903782349,0.9037919885,,0.9037919885
14965,bank-marketing,glmnet,10,binary,auc,0.901128069,0.9168417175,,0.9168417175
146606,higgs,glmnet,1,binary,auc,0.6356960734,0.6747529865,,0.6747529865
146606,higgs,glmnet,2,binary,auc,0.6316165222,0.6749169094,,0.6749169094
146606,higgs,glmnet,3,binary,auc,0.6407955125,0.6807090602,,0.6807090602
146606,higgs,glmnet,4,binary,auc,0.6371239164,0.6831098206,,0.6831098206
146606,higgs,glmnet,5,binary,auc,0.6419173891,0.6799639887,,0.6799639887
146606,higgs,glmnet,6,binary,auc,0.6329423763,0.6776955635,,0.6776955635
146606,higgs,glmnet,7,binary,auc,0.6383477817,0.6844944942,,0.6844944942
146606,higgs,glmnet,8,binary,auc,0.6445690974,0.6815637248,,0.6815637248
146606,higgs,glmnet,9,binary,auc,0.6299847017,0.6702189271,,0.6702189271
146606,higgs,glmnet,10,binary,auc,0.6524222336,0.6923835563,,0.6923835563
146818,Australian,glmnet,2,binary,auc,0.8260869565,0.9244482173,,0.9244482173
146818,Australian,glmnet,3,binary,auc,0.8405797101,0.9066213922,,0.9066213922
146818,Australian,glmnet,4,binary,auc,0.8260869565,0.9235993209,,0.9235993209
146818,Australian,glmnet,5,binary,auc,0.8985507246,0.9592529711,,0.9592529711
146818,Australian,glmnet,6,binary,auc,0.8550724638,0.9524617997,,0.9524617997
146818,Australian,glmnet,7,binary,auc,0.8405797101,0.9057724958,,0.9057724958
146818,Australian,glmnet,8,binary,auc,0.8985507246,0.9111111111,,0.9111111111
146818,Australian,glmnet,9,binary,auc,0.8550724638,0.9495726496,,0.9495726496
167120,numerai28.6,glmnet,1,binary,auc,0.5153654485,0.5214475332,,0.5214475332
167120,numerai28.6,glmnet,2,binary,auc,0.5240863787,0.5348764448,,0.5348764448
167120,numerai28.6,glmnet,3,binary,auc,0.5173380399,0.5255160155,,0.5255160155
167120,numerai28.6,glmnet,4,binary,auc,0.5169227575,0.5235618823,,0.5235618823
167120,numerai28.6,glmnet,5,binary,auc,0.5283430233,0.5346598966,,0.5346598966
167120,numerai28.6,glmnet,6,binary,auc,0.5215946844,0.527737921,,0.527737921
167120,numerai28.6,glmnet,7,binary,auc,0.5225290698,0.5335630224,,0.5335630224
167120,numerai28.6,glmnet,8,binary,auc,0.5180647841,0.528560167,,0.528560167
167120,numerai28.6,glmnet,9,binary,auc,0.5253322259,0.5316199708,,0.5316199708
167120,numerai28.6,glmnet,10,binary,auc,0.5176495017,0.5269816909,,0.5269816909
168335,MiniBooNE,glmnet,1,binary,auc,0.8839086646,0.9397458353,,0.9397458353
168335,MiniBooNE,glmnet,2,binary,auc,0.8787575921,0.9354958928,,0.9354958928
168335,MiniBooNE,glmnet,3,binary,auc,0.8719151226,0.9281410006,,0.9281410006
168335,MiniBooNE,glmnet,4,binary,auc,0.8836011378,0.9409225091,,0.9409225091
168335,MiniBooNE,glmnet,5,binary,auc,0.8749807781,0.9280898379,,0.9280898379
168335,MiniBooNE,glmnet,6,binary,auc,0.8869752422,0.9424307016,,0.9424307016
168335,MiniBooNE,glmnet,7,binary,auc,0.8979701676,0.9484651268,,0.9484651268
168335,MiniBooNE,glmnet,8,binary,auc,0.8845148393,0.9418496811,,0.9418496811
168335,MiniBooNE,glmnet,9,binary,auc,0.8810548977,0.9348588994,,0.9348588994
168335,MiniBooNE,glmnet,10,binary,auc,0.8700599723,0.9228769173,,0.9228769173
168337,guillermo,glmnet,1,binary,auc,0.722,0.7811333333,,0.7811333333
168337,guillermo,glmnet,2,binary,auc,0.71,0.7479635417,,0.7479635417
168337,guillermo,glmnet,3,binary,auc,0.7535,0.7994666667,,0.7994666667
168337,guillermo,glmnet,4,binary,auc,0.7295,0.7677666667,,0.7677666667
168337,guillermo,glmnet,5,binary,auc,0.7215,0.770959375,,0.770959375
168337,guillermo,glmnet,6,binary,auc,0.7,0.758171875,,0.758171875
168337,guillermo,glmnet,7,binary,auc,0.7385,0.7873604167,,0.7873604167
168337,guillermo,glmnet,8,binary,auc,0.72,0.7661169993,,0.7661169993
168337,guillermo,glmnet,9,binary,auc,0.722,0.7543042006,,0.7543042006
168337,guillermo,glmnet,10,binary,auc,0.7245,0.7778069323,,0.7778069323
168338,riccardo,glmnet,1,binary,auc,0.988,0.997396,,0.997396
168338,riccardo,glmnet,2,binary,auc,0.986,0.995872,,0.995872
168338,riccardo,glmnet,3,binary,auc,0.9835,0.996112,,0.996112
168338,riccardo,glmnet,4,binary,auc,0.9875,0.9979386667,,0.9979386667
168338,riccardo,glmnet,5,binary,auc,0.9835,0.9937786667,,0.9937786667
168338,riccardo,glmnet,6,binary,auc,0.989,0.9982133333,,0.9982133333
168338,riccardo,glmnet,7,binary,auc,0.987,0.9982266667,,0.9982266667
168338,riccardo,glmnet,8,binary,auc,0.9825,0.995028,,0.995028
168338,riccardo,glmnet,9,binary,auc,0.981,0.9960426667,,0.9960426667
168338,riccardo,glmnet,10,binary,auc,0.9825,0.994368,,0.994368
168908,christine,glmnet,1,binary,auc,0.7361623616,0.8134556991,,0.8134556991
168908,christine,glmnet,2,binary,auc,0.7361623616,0.7947468036,,0.7947468036
168908,christine,glmnet,3,binary,auc,0.7343173432,0.8002342016,,0.8002342016
168908,christine,glmnet,4,binary,auc,0.7287822878,0.7962854536,,0.7962854536
168908,christine,glmnet,5,binary,auc,0.7232472325,0.7923911711,,0.7923911711
168908,christine,glmnet,6,binary,auc,0.7509225092,0.8087035852,,0.8087035852
168908,christine,glmnet,7,binary,auc,0.7435424354,0.8037063765,,0.8037063765
168908,christine,glmnet,8,binary,auc,0.7250922509,0.8056126687,,0.8056126687
168908,christine,glmnet,9,binary,auc,0.7486136784,0.8095120951,,0.8095120951
168908,christine,glmnet,10,binary,auc,0.7005545287,0.7789941233,,0.7789941233
168911,jasmine,glmnet,1,binary,auc,0.7759197324,0.8488143177,,0.8488143177
168911,jasmine,glmnet,2,binary,auc,0.779264214,0.8692170022,,0.8692170022
168911,jasmine,glmnet,3,binary,auc,0.779264214,0.8732438479,,0.8732438479
168911,jasmine,glmnet,4,binary,auc,0.7525083612,0.8311409396,,0.8311409396
168911,jasmine,glmnet,5,binary,auc,0.788590604,0.857168596,,0.857168596
168911,jasmine,glmnet,6,binary,auc,0.7684563758,0.8299175713,,0.8299175713
168911,jasmine,glmnet,7,binary,auc,0.7617449664,0.8286563668,,0.8286563668
168911,jasmine,glmnet,8,binary,auc,0.7416107383,0.8222152155,,0.8222152155
168911,jasmine,glmnet,9,binary,auc,0.7718120805,0.8525742084,,0.8525742084
168911,jasmine,glmnet,10,binary,auc,0.7953020134,0.8780235125,,0.8780235125
168912,sylvine,glmnet,1,binary,auc,0.8947368421,0.9542649562,,0.9542649562
168912,sylvine,glmnet,2,binary,auc,0.9220272904,0.9683548152,,0.9683548152
168912,sylvine,glmnet,3,binary,auc,0.9259259259,0.9675492461,,0.9675492461
168912,sylvine,glmnet,4,binary,auc,0.9239766082,0.9697835603,,0.9697835603
168912,sylvine,glmnet,5,binary,auc,0.90625,0.9633636475,,0.9633636475
168912,sylvine,glmnet,6,binary,auc,0.904296875,0.9570770264,,0.9570770264
168912,sylvine,glmnet,7,binary,auc,0.916015625,0.9699859619,,0.9699859619
168912,sylvine,glmnet,8,binary,auc,0.916015625,0.9656066895,,0.9656066895
168912,sylvine,glmnet,9,binary,auc,0.9140625,0.9676208496,,0.9676208496
168912,sylvine,glmnet,10,binary,auc,0.931640625,0.9754943848,,0.9754943848
3,kr-vs-kp,AutoCompBoost,1,binary,auc,0.896875,0.9559899808,,0.9559899808
3,kr-vs-kp,AutoCompBoost,2,binary,auc,0.93125,0.9811944738,,0.9811944738
3,kr-vs-kp,AutoCompBoost,3,binary,auc,0.915625,0.9792963093,,0.9792963093
3,kr-vs-kp,AutoCompBoost,4,binary,auc,0.95625,0.9920159681,,0.9920159681
3,kr-vs-kp,AutoCompBoost,5,binary,auc,0.9125,0.9732104419,,0.9732104419
3,kr-vs-kp,AutoCompBoost,6,binary,auc,0.928125,0.9854800204,,0.9854800204
3,kr-vs-kp,AutoCompBoost,7,binary,auc,0.921630094,0.967773053,,0.967773053
3,kr-vs-kp,AutoCompBoost,8,binary,auc,0.8965517241,0.977229751,,0.977229751
3,kr-vs-kp,AutoCompBoost,9,binary,auc,0.8996865204,0.9638354869,,0.9638354869
3,kr-vs-kp,AutoCompBoost,10,binary,auc,0.9247648903,0.9817010715,,0.9817010715
31,credit-g,AutoCompBoost,1,binary,auc,0.72,0.73,,0.73
31,credit-g,AutoCompBoost,2,binary,auc,0.72,0.7547619048,,0.7547619048
31,credit-g,AutoCompBoost,3,binary,auc,0.7,0.6857142857,,0.6857142857
31,credit-g,AutoCompBoost,4,binary,auc,0.7,0.6438095238,,0.6438095238
31,credit-g,AutoCompBoost,5,binary,auc,0.75,0.7523809524,,0.7523809524
31,credit-g,AutoCompBoost,6,binary,auc,0.73,0.8057142857,,0.8057142857
31,credit-g,AutoCompBoost,7,binary,auc,0.7,0.7747619048,,0.7747619048
31,credit-g,AutoCompBoost,8,binary,auc,0.72,0.8404761905,,0.8404761905
31,credit-g,AutoCompBoost,9,binary,auc,0.75,0.6738095238,,0.6738095238
31,credit-g,AutoCompBoost,10,binary,auc,0.7,0.7228571429,,0.7228571429
3917,kc1,AutoCompBoost,1,binary,auc,0.8625592417,0.8008903631,,0.8008903631
3917,kc1,AutoCompBoost,2,binary,auc,0.8530805687,0.7740048883,,0.7740048883
3917,kc1,AutoCompBoost,4,binary,auc,0.8625592417,0.7965611168,,0.7965611168
3917,kc1,AutoCompBoost,5,binary,auc,0.8436018957,0.7176540688,,0.7176540688
3917,kc1,AutoCompBoost,6,binary,auc,0.8530805687,0.8027749404,,0.8027749404
3917,kc1,AutoCompBoost,7,binary,auc,0.8530805687,0.7991147429,,0.7991147429
3917,kc1,AutoCompBoost,8,binary,auc,0.8388625592,0.8146067416,,0.8146067416
3917,kc1,AutoCompBoost,9,binary,auc,0.8672985782,0.853421859,,0.853421859
3917,kc1,AutoCompBoost,10,binary,auc,0.8333333333,0.7545646067,,0.7545646067
3945,KDDCup09_appetency,AutoCompBoost,4,binary,auc,0.9822,0.7053541808,,0.7053541808
7592,adult,AutoCompBoost,1,binary,auc,0.8483111566,0.9040760552,,0.9040760552
7592,adult,AutoCompBoost,2,binary,auc,0.830296827,0.8836377683,,0.8836377683
7592,adult,AutoCompBoost,3,binary,auc,0.8404995905,0.906486505,,0.906486505
7592,adult,AutoCompBoost,4,binary,auc,0.837018837,0.8973065843,,0.8973065843
7592,adult,AutoCompBoost,5,binary,auc,0.8509418509,0.9036970588,,0.9036970588
7592,adult,AutoCompBoost,6,binary,auc,0.8427518428,0.8930853924,,0.8930853924
7592,adult,AutoCompBoost,7,binary,auc,0.8443898444,0.8970161197,,0.8970161197
7592,adult,AutoCompBoost,8,binary,auc,0.8495085995,0.904427062,,0.904427062
7592,adult,AutoCompBoost,9,binary,auc,0.8493038493,0.9089662628,,0.9089662628
7592,adult,AutoCompBoost,10,binary,auc,0.8482800983,0.9062239298,,0.9062239298
9952,phoneme,AutoCompBoost,1,binary,auc,0.8059149723,0.8873028417,,0.8873028417
9952,phoneme,AutoCompBoost,2,binary,auc,0.8465804067,0.9102703415,,0.9102703415
9952,phoneme,AutoCompBoost,3,binary,auc,0.8243992606,0.8968355889,,0.8968355889
9952,phoneme,AutoCompBoost,4,binary,auc,0.8188539741,0.9003259903,,0.9003259903
9952,phoneme,AutoCompBoost,5,binary,auc,0.85,0.9098349791,,0.9098349791
9952,phoneme,AutoCompBoost,6,binary,auc,0.8351851852,0.9047981974,,0.9047981974
9952,phoneme,AutoCompBoost,7,binary,auc,0.8481481481,0.9290708463,,0.9290708463
9952,phoneme,AutoCompBoost,8,binary,auc,0.837037037,0.9142587315,,0.9142587315
9952,phoneme,AutoCompBoost,9,binary,auc,0.8333333333,0.9049175457,,0.9049175457
9952,phoneme,AutoCompBoost,10,binary,auc,0.8259259259,0.9042737582,,0.9042737582
9977,nomao,AutoCompBoost,1,binary,auc,0.94110821,0.9842655034,,0.9842655034
9977,nomao,AutoCompBoost,2,binary,auc,0.9448796055,0.9861554512,,0.9861554512
9977,nomao,AutoCompBoost,3,binary,auc,0.9387873513,0.9827786414,,0.9827786414
9977,nomao,AutoCompBoost,4,binary,auc,0.9422686394,0.9848761067,,0.9848761067
9977,nomao,AutoCompBoost,5,binary,auc,0.9338555265,0.9831320333,,0.9831320333
9977,nomao,AutoCompBoost,6,binary,auc,0.9422518862,0.9863488026,,0.9863488026
9977,nomao,AutoCompBoost,7,binary,auc,0.9416715032,0.9822928431,,0.9822928431
9977,nomao,AutoCompBoost,8,binary,auc,0.9532791642,0.9894545465,,0.9894545465
9977,nomao,AutoCompBoost,9,binary,auc,0.9434126524,0.9844345433,,0.9844345433
9977,nomao,AutoCompBoost,10,binary,auc,0.9408009286,0.9845874776,,0.9845874776
10101,blood-transfusion-service-center,AutoCompBoost,1,binary,auc,0.76,0.7704678363,,0.7704678363
10101,blood-transfusion-service-center,AutoCompBoost,2,binary,auc,0.7733333333,0.8601364522,,0.8601364522
10101,blood-transfusion-service-center,AutoCompBoost,3,binary,auc,0.7466666667,0.6822612086,,0.6822612086
10101,blood-transfusion-service-center,AutoCompBoost,4,binary,auc,0.76,0.7041910331,,0.7041910331
10101,blood-transfusion-service-center,AutoCompBoost,5,binary,auc,0.7733333333,0.7777777778,,0.7777777778
10101,blood-transfusion-service-center,AutoCompBoost,6,binary,auc,0.7733333333,0.7334307992,,0.7334307992
10101,blood-transfusion-service-center,AutoCompBoost,7,binary,auc,0.8,0.7636452242,,0.7636452242
10101,blood-transfusion-service-center,AutoCompBoost,8,binary,auc,0.7733333333,0.7665692008,,0.7665692008
10101,blood-transfusion-service-center,AutoCompBoost,9,binary,auc,0.7567567568,0.7301341589,,0.7301341589
10101,blood-transfusion-service-center,AutoCompBoost,10,binary,auc,0.7702702703,0.76625387,,0.76625387
14965,bank-marketing,AutoCompBoost,1,binary,auc,0.8892083149,0.8487362336,,0.8487362336
14965,bank-marketing,AutoCompBoost,2,binary,auc,0.8896261889,0.8570035441,,0.8570035441
14965,bank-marketing,AutoCompBoost,3,binary,auc,0.8929440389,0.8532544768,,0.8532544768
14965,bank-marketing,AutoCompBoost,4,binary,auc,0.8938287989,0.8531128893,,0.8531128893
14965,bank-marketing,AutoCompBoost,5,binary,auc,0.8876354789,0.8604368472,,0.8604368472
14965,bank-marketing,AutoCompBoost,6,binary,auc,0.8878566689,0.8487812108,,0.8487812108
14965,bank-marketing,AutoCompBoost,7,binary,auc,0.8887414289,0.8536285709,,0.8536285709
14965,bank-marketing,AutoCompBoost,8,binary,auc,0.8898473789,0.8624685572,,0.8624685572
14965,bank-marketing,AutoCompBoost,9,binary,auc,0.8938287989,0.8644114789,,0.8644114789
14965,bank-marketing,AutoCompBoost,10,binary,auc,0.8854235789,0.8430476264,,0.8430476264
146606,higgs,AutoCompBoost,1,binary,auc,0.6701682815,0.7461124562,,0.7461124562
146606,higgs,AutoCompBoost,2,binary,auc,0.6637429883,0.737912054,,0.737912054
146606,higgs,AutoCompBoost,3,binary,auc,0.6651708312,0.7366256747,,0.7366256747
146606,higgs,AutoCompBoost,4,binary,auc,0.6721060683,0.7463300577,,0.7463300577
146606,higgs,AutoCompBoost,5,binary,auc,0.6659867415,0.7465459133,,0.7465459133
146606,higgs,AutoCompBoost,6,binary,auc,0.6703722591,0.7429277538,,0.7429277538
146606,higgs,AutoCompBoost,7,binary,auc,0.6787353391,0.7486047444,,0.7486047444
146606,higgs,AutoCompBoost,8,binary,auc,0.6709841917,0.7393967129,,0.7393967129
146606,higgs,AutoCompBoost,9,binary,auc,0.6745537991,0.7371178936,,0.7371178936
146606,higgs,AutoCompBoost,10,binary,auc,0.6772055074,0.7521085268,,0.7521085268
146818,Australian,AutoCompBoost,2,binary,auc,0.8985507246,0.8947368421,,0.8947368421
146818,Australian,AutoCompBoost,4,binary,auc,0.8260869565,0.9227504244,,0.9227504244
146818,Australian,AutoCompBoost,5,binary,auc,0.8985507246,0.9507640068,,0.9507640068
146818,Australian,AutoCompBoost,6,binary,auc,0.8985507246,0.9562818336,,0.9562818336
146818,Australian,AutoCompBoost,7,binary,auc,0.8115942029,0.8951612903,,0.8951612903
167120,numerai28.6,AutoCompBoost,1,binary,auc,0.5159883721,0.5210551904,,0.5210551904
167120,numerai28.6,AutoCompBoost,2,binary,auc,0.520660299,0.5351595232,,0.5351595232
167120,numerai28.6,AutoCompBoost,3,binary,auc,0.5099667774,0.5185352249,,0.5185352249
167120,numerai28.6,AutoCompBoost,4,binary,auc,0.5188953488,0.5257866767,,0.5257866767
167120,numerai28.6,AutoCompBoost,5,binary,auc,0.5230481728,0.5325877021,,0.5325877021
167120,numerai28.6,AutoCompBoost,6,binary,auc,0.5193106312,0.5236747692,,0.5236747692
167120,numerai28.6,AutoCompBoost,7,binary,auc,0.520660299,0.5322447295,,0.5322447295
167120,numerai28.6,AutoCompBoost,8,binary,auc,0.5145348837,0.5251037499,,0.5251037499
167120,numerai28.6,AutoCompBoost,9,binary,auc,0.5265780731,0.5327696664,,0.5327696664
167120,numerai28.6,AutoCompBoost,10,binary,auc,0.5241901993,0.529127706,,0.529127706
168335,MiniBooNE,AutoCompBoost,1,binary,auc,0.925732298,0.9741889377,,0.9741889377
168335,MiniBooNE,AutoCompBoost,2,binary,auc,0.8853694165,0.9462018766,,0.9462018766
168335,MiniBooNE,AutoCompBoost,3,binary,auc,0.9084339202,0.9636355172,,0.9636355172
168335,MiniBooNE,AutoCompBoost,4,binary,auc,0.9000538172,0.9598236029,,0.9598236029
168335,MiniBooNE,AutoCompBoost,5,binary,auc,0.8960479779,0.9568701751,,0.9568701751
168335,MiniBooNE,AutoCompBoost,6,binary,auc,0.9056589266,0.960684463,,0.960684463
168335,MiniBooNE,AutoCompBoost,7,binary,auc,0.8984314932,0.9575012445,,0.9575012445
168335,MiniBooNE,AutoCompBoost,8,binary,auc,0.9019683223,0.9593990378,,0.9593990378
168335,MiniBooNE,AutoCompBoost,9,binary,auc,0.9035060741,0.9616675988,,0.9616675988
168335,MiniBooNE,AutoCompBoost,10,binary,auc,0.9041980624,0.9623610371,,0.9623610371
168911,jasmine,AutoCompBoost,1,binary,auc,0.7892976589,0.8468008949,,0.8468008949
168911,jasmine,AutoCompBoost,2,binary,auc,0.7826086957,0.8608948546,,0.8608948546
168911,jasmine,AutoCompBoost,3,binary,auc,0.8160535117,0.8766442953,,0.8766442953
168911,jasmine,AutoCompBoost,4,binary,auc,0.779264214,0.8263982103,,0.8263982103
168911,jasmine,AutoCompBoost,5,binary,auc,0.788590604,0.8515607405,,0.8515607405
168911,jasmine,AutoCompBoost,6,binary,auc,0.7718120805,0.8123733165,,0.8123733165
168911,jasmine,AutoCompBoost,7,binary,auc,0.8020134228,0.820593667,,0.820593667
168911,jasmine,AutoCompBoost,8,binary,auc,0.7516778523,0.8033196703,,0.8033196703
168911,jasmine,AutoCompBoost,9,binary,auc,0.8120805369,0.8449394171,,0.8449394171
168911,jasmine,AutoCompBoost,10,binary,auc,0.8020134228,0.8659069411,,0.8659069411
168912,sylvine,AutoCompBoost,1,binary,auc,0.9200779727,0.9636277967,,0.9636277967
168912,sylvine,AutoCompBoost,2,binary,auc,0.9337231969,0.9772008755,,0.9772008755
168912,sylvine,AutoCompBoost,3,binary,auc,0.9298245614,0.9703155399,,0.9703155399
168912,sylvine,AutoCompBoost,4,binary,auc,0.9337231969,0.9756049368,,0.9756049368
168912,sylvine,AutoCompBoost,5,binary,auc,0.9296875,0.9732513428,,0.9732513428
168912,sylvine,AutoCompBoost,6,binary,auc,0.921875,0.9691162109,,0.9691162109
168912,sylvine,AutoCompBoost,7,binary,auc,0.921875,0.9755859375,,0.9755859375
168912,sylvine,AutoCompBoost,8,binary,auc,0.92578125,0.9691314697,,0.9691314697
168912,sylvine,AutoCompBoost,9,binary,auc,0.923828125,0.9664764404,,0.9664764404
168912,sylvine,AutoCompBoost,10,binary,auc,0.927734375,0.9788665771,,0.9788665771
3,kr-vs-kp,AutoCompBoost Deep,1,binary,auc,0.990625,0.9995694885,,0.9995694885
3,kr-vs-kp,AutoCompBoost Deep,2,binary,auc,0.98125,0.9933075026,,0.9933075026
3,kr-vs-kp,AutoCompBoost Deep,3,binary,auc,0.990625,0.9984149348,,0.9984149348
3,kr-vs-kp,AutoCompBoost Deep,4,binary,auc,0.990625,0.9999412939,,0.9999412939
3,kr-vs-kp,AutoCompBoost Deep,5,binary,auc,0.996875,0.9999608626,,0.9999608626
3,kr-vs-kp,AutoCompBoost Deep,6,binary,auc,0.98125,0.9996869007,,0.9996869007
3,kr-vs-kp,AutoCompBoost Deep,7,binary,auc,0.9905956113,0.9984447594,,0.9984447594
